"backend","model","k","condition","rep","secs","U","S","C","IL1","k_viol","n_refine","early_stop","error"
"gpt41","gpt-4.1",10,"batch3",20,13.4859999999999,0.0168255948667677,0.0300686213349969,0.0204081632653061,0,0,0,FALSE,FALSE
"gpt41","gpt-4.1",3,"batch5",20,10.7249999999999,0.0143480973175296,0.00733000623830318,0.0357142857142857,0,0,0,FALSE,FALSE
"gpt41","gpt-4.1",5,"batch5",20,15.5219999999999,0.0217872738615097,0.0117903930131004,0.0535714285714286,0,0,0,FALSE,FALSE
"gpt41","gpt-4.1",10,"batch5",20,26.6819999999998,0.0094718236639634,0.0284154709918902,0,0,0,0,FALSE,FALSE
"gpt41","gpt-4.1",3,"loop",20,9.98500000000013,0.0143480973175296,0.00733000623830318,0.0357142857142857,0,0,1,TRUE,FALSE
"gpt41","gpt-4.1",5,"loop",20,13.5739999999996,0.0161052193803286,0.0126013724266999,0.0357142857142857,0,0,1,TRUE,FALSE
"gpt41","gpt-4.1",10,"loop",20,16.5520000000001,0.0245546544673182,0.026044915782907,0.0476190476190476,0,0,1,TRUE,FALSE
"gpt41","gpt-4.1",3,"batch3",21,7.40200000000004,0.0140465793304221,0.00642545227698066,0.0357142857142857,0,0,0,FALSE,FALSE
"gpt41","gpt-4.1",5,"batch3",21,8.34999999999991,0.0216833021418174,0.0114784778540237,0.0535714285714286,0,0,0,FALSE,FALSE
"gpt41","gpt-4.1",10,"batch3",21,16.5059999999999,0.0251247660636307,0.0218028696194635,0.0535714285714286,0,0,0,FALSE,FALSE
"gpt41","gpt-4.1",3,"batch5",21,11.4169999999999,0.0143480973175296,0.00733000623830318,0.0357142857142857,0,0,0,FALSE,FALSE
"gpt41","gpt-4.1",5,"batch5",21,14.5589999999997,0.0161052193803286,0.0126013724266999,0.0357142857142857,0,0,0,FALSE,FALSE
"gpt41","gpt-4.1",10,"batch5",21,22.5,0.0094718236639634,0.0284154709918902,0,0,0,0,FALSE,FALSE
"gpt41","gpt-4.1",3,"loop",21,9.38799999999992,0.0202173008941568,0.0070804741110418,0.0535714285714286,0,0,1,TRUE,FALSE
"gpt41","gpt-4.1",5,"loop",21,11.8120000000004,0.0217872738615097,0.0117903930131004,0.0535714285714286,0,0,1,TRUE,FALSE
